"CAT","AN","Q_CAT","Q_AN","FORMULA","Name","IDENT","M_WT","CAT_WT","AN_WT","Max","FLD","Ink","A_WT","ShowCalc","NoMol","FCALC","Visible","order","ShowOrder","Format","Flag","System","qAtom","Atoms","SimpleComp"
"Mn","S",1,1,"MnS","MnS","mns",87.0040512084961,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",2,"Mn 1 54.93805 S 1 32.066 ",
"Tl","I",1,1,"TlI","TlI","tli",331.2878112792969,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Tl 1 204.3833 I 1 126.9045 ",
"U","F",1,4,"UF4","UFä","uf4",314.0224914550781,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF4",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",5,"U 1 238.0289 F 4 18.9984 ",
"Ba","I",1,2,"BaI2","BaIâ","bai2",391.135986328125,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ba 1 137.327 I 2 126.9045 ",
"Ca","I",1,2,"CaI2","CaIâ","cai2",293.8869934082031,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ca 1 40.078 I 2 126.9045 ",
"Cs","Br",1,1,"CsBr","CsBr","csbr",212.8094024658203,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Cs 1 132.9054 Br 1 79.904 ",
"Cs","Cl",1,1,"CsCl","CsCl","cscl",168.35809326171875,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Cs 1 132.9054 Cl 1 35.4527 ",
"Cs","I",1,1,"CsI","CsI","csi",259.8099060058594,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Cs 1 132.9054 I 1 126.9045 ",
"Li","Br",1,1,"LiBr","LiBr","libr",86.84500122070312,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Li 1 6.941 Br 1 79.904 ",
"Li","I",1,1,"LiI","LiI","lii",133.8455047607422,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Li 1 6.941 I 1 126.9045 ",
"Nb","F",2,5,"NbF5","NbFå","nbf5",187.89840698242188,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF5",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",6,"Nb 1 92.90638 F 5 18.9984 ",
"Ag","F",1,1,"AgF","AgF","agf",126.8666000366211,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Ag 1 107.8682 F 1 18.9984 ",
"Fe","F",1,2,"FeF2","FeFâ","fef2",93.84380340576172,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF2",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Fe 1 55.847 F 2 18.9984 ",
"Ni","F",1,2,"NiF2","NiFâ","nif2",96.68679809570312,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF2",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ni 1 58.69 F 2 18.9984 ",
"V","F",1,3,"VF3","VFã","vf3",107.93669891357422,,,0.699999988079071,,false,,false,false,"RFn,RHaln,RF3",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"V 1 50.9415 F 3 18.9984 ",
"Ag","Br",1,1,"AgBr","AgBr","agbr",187.77220153808594,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Ag 1 107.8682 Br 1 79.904 ",
"Ag","Cl",1,1,"AgCl","AgCl","agcl",143.32090759277344,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Ag 1 107.8682 Cl 1 35.4527 ",
"K",,,,"KHSO4","KHSOä","khso4",136.1697998046875,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",7,"K 1 39.0983 H 1 1.00794 S 1 32.066 O 4 15.9994 ","K2O 0.5 SO3 1 H2O 0.5"
"La","Br",1,3,"LaBr3","LaBrã","labr3",378.61749267578125,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"La 1 138.9055 Br 3 79.904 ",
"La","Cl",1,3,"LaCl3","LaClã","lacl3",245.2635955810547,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"La 1 138.9055 Cl 3 35.4527 ",
"La",,,,"La2(SO4)3","Laâ(SOä)ã","laso",566.0017700195312,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",17,"La 2 138.9055 S 3 32.066 O 12 15.9994 ","La2O3 1 SO3 3"
"Li",,,,"Li2SO4","LiâSOä","liso",109.94560241699219,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",7,"Li 2 6.941 S 1 32.066 O 4 15.9994 ","Li2O 1 SO3 1"
"Mg","Br",1,2,"MgBr2","MgBrâ","mgbr2",184.11300659179688,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Mg 1 24.305 Br 2 79.904 ",
"Mg","Cl",1,2,"MgCl2","MgClâ","mgcl2",95.21040344238281,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Mg 1 24.305 Cl 2 35.4527 ",
"Na","S",2,1,"Na2S","NaâS","na2s",78.04554748535156,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",3,"Na 2 22.98977 S 1 32.066 ",
"Pb",,,,"PbSO4","PbSOä","pbso",303.26361083984375,,,0.699999988079071,,false,,false,true,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",6,"Pb 1 207.2 S 1 32.066 O 4 15.9994 ","PbO 1 SO3 1"
"Rb","Br",1,1,"RbBr","RbBr","rbbr",165.37179565429688,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Rb 1 85.4678 Br 1 79.904 ",
"Rb","Cl",1,1,"RbCl","RbCl","rbcl",120.92050170898438,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Rb 1 85.4678 Cl 1 35.4527 ",
,"Si",,1,"Si","Si","si0",28.085500717163086,,,0.699999988079071,,false,,false,false,,0,0,3,"##0.##;##0.00;\-;\*",1,"Others",1,"Si 1 28.0855 ",
"Sr","Br",1,2,"SrBr2","SrBrâ","srbr2",247.42799377441406,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Sr 1 87.62 Br 2 79.904 ",
"Sr","Cl",1,2,"SrCl2","SrClâ","srcl2",158.52540588378906,,,0.699999988079071,,false,,false,false,"RHaln,RHal",0,0,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Sr 1 87.62 Cl 2 35.4527 ",
